Customer ID,Contract,Dependents,Device Protection,Internet Service,Monthly Charges,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Tech Support,Total Charges,Gender,Tenure,Churn_Status
4693-VWVBO,Month-to-month,No,No internet service,No,19.55,No,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,61.05,Female,3,No
4697-LUPSU,One year,Yes,No internet service,No,20.2,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,34.75,Male,2,No
4706-DGAHW,Month-to-month,No,No,DSL,45.2,No,No,No,No,No,Electronic check,Yes,Yes,No,No,No,45.2,Male,1,No
4718-WXBGI,Two year,Yes,Yes,DSL,91.95,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6614.9,Male,72,No
4727-MCYZG,Month-to-month,No,No,DSL,55.55,No,No,No,No,No,Mailed check,Yes,No,Yes,No,No,55.55,Male,1,No
4729-XKASR,Month-to-month,Yes,No,DSL,24.75,No phone service,No,No,No,No,Electronic check,No,No,No,No,No,24.75,Male,1,Yes
4745-LSPLO,Month-to-month,No,No internet service,No,20.5,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.5,Male,1,Yes
4749-VFKVB,Month-to-month,No,No,DSL,50.1,Yes,No,No,Yes,No,Mailed check,Yes,No,No,No,No,50.1,Female,1,Yes
4753-PADAS,One year,No,Yes,Fiber optic,105.7,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,6816.95,Female,67,No
4760-XOHVN,Month-to-month,Yes,No internet service,No,19.45,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.45,Female,1,Yes
4778-IZARL,Two year,No,Yes,Fiber optic,110.1,No,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6705.7,Male,63,No
4781-ZXYGU,Month-to-month,Yes,No internet service,No,20.15,No,No internet service,No internet service,Yes,Yes,Bank transfer automatic,Yes,No,No internet service,No internet service,No internet service,20.15,Male,1,No
4786-UKSNZ,Month-to-month,No,No internet service,No,20.2,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.2,Male,1,Yes
4797-AXPXK,Month-to-month,Yes,No,DSL,60,No,Yes,Yes,Yes,No,Electronic check,Yes,No,No,No,Yes,60,Female,1,Yes
4800-VHZKI,Month-to-month,No,No internet service,No,19.9,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.9,Female,1,Yes
4806-DXQCE,Two year,No,Yes,Fiber optic,113.65,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,7714.65,Female,70,No
4806-HIPDW,Month-to-month,No,No,Fiber optic,68.95,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,68.95,Female,1,Yes
4815-YOSUK,One year,Yes,Yes,Fiber optic,104.9,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,No,Yes,7537.5,Male,72,No
4822-LPTYJ,Two year,No,Yes,Fiber optic,103.75,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7346.2,Male,72,No
4827-LTQRJ,One year,Yes,No,Fiber optic,110.6,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,Yes,Yes,Yes,Yes,7210.85,Female,66,No
4829-ZLJTK,Two year,No,Yes,Fiber optic,112.4,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,8046.85,Female,72,No
4832-VRBMR,One year,No,Yes,Fiber optic,103.15,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,No,6792.45,Male,65,No
4837-QUSFT,One year,No,No,Fiber optic,100.15,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,No,Yes,Yes,6643.5,Female,65,No
4847-QNOKA,Month-to-month,No,No,DSL,44.9,No,No,No,Yes,No,Bank transfer automatic,Yes,No,No,No,No,44.9,Female,1,Yes
4853-RULSV,Two year,No,No,Fiber optic,104,Yes,No,Yes,Yes,No,Credit card automatic,Yes,No,Yes,Yes,Yes,7250.15,Male,70,Yes
4855-SNKMY,Month-to-month,No,No,DSL,44.1,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,44.1,Female,1,Yes
4868-AADLV,One year,Yes,Yes,Fiber optic,116.25,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,7862.25,Male,66,No
4877-EVATK,Month-to-month,No,No internet service,No,20,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20,Male,1,Yes
4892-VLANZ,Month-to-month,No,No internet service,No,19.8,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.8,Male,1,Yes
4897-QSUYC,Month-to-month,No,No internet service,No,20.15,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.15,Female,1,Yes
4909-JOUPP,Two year,No,Yes,Fiber optic,109.7,Yes,Yes,No,No,Yes,Credit card automatic,Yes,Yes,Yes,Yes,Yes,7898.45,Male,72,No
4929-BSTRX,Month-to-month,No,No,DSL,53.55,No,No,No,Yes,No,Mailed check,Yes,No,No,Yes,No,53.55,Female,1,Yes
4986-MXSFP,Month-to-month,No,No internet service,No,20,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,40.9,Female,2,No
4989-LIXVT,Month-to-month,No,Yes,Fiber optic,95.9,Yes,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,No,No,6503.2,Male,68,No
5028-HTLJB,Month-to-month,No,No internet service,No,20.05,No,No internet service,No internet service,No,No,Mailed check,Yes,Yes,No internet service,No internet service,No internet service,20.05,Male,1,Yes
5038-ETMLM,Two year,No,Yes,Fiber optic,113.65,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8182.75,Female,72,No
5047-LHVLY,Month-to-month,Yes,Yes,DSL,50.15,No,No,No,Yes,No,Mailed check,Yes,Yes,No,No,No,50.15,Male,1,Yes
5049-GLYVG,Month-to-month,No,No internet service,No,20.6,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.6,Male,1,Yes
5055-BRMNE,Two year,Yes,No,Fiber optic,106.7,Yes,No,Yes,No,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7009.5,Female,67,No
5055-MGMGF,Month-to-month,No,Yes,Fiber optic,105.05,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,6914.95,Female,65,No
5066-GFJMM,Month-to-month,No,No internet service,No,19.9,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,45.75,Female,3,No
5067-DGXLL,Month-to-month,No,No internet service,No,20.25,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,36.8,Male,2,No
5067-XJQFU,One year,Yes,Yes,Fiber optic,108.45,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,7076.35,Male,66,No
5074-FBGHB,One year,No,Yes,Fiber optic,104.65,Yes,No,No,Yes,No,Credit card automatic,Yes,No,Yes,Yes,Yes,6889.8,Male,64,No
5077-DXTCG,Month-to-month,No,No,DSL,45.3,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,45.3,Female,1,Yes
5088-QZLRL,Month-to-month,No,No internet service,No,20.65,No,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,20.65,Male,1,No
5103-MHMHY,Month-to-month,Yes,No,DSL,45.95,No,No,No,No,No,Mailed check,Yes,No,No,No,No,45.95,Female,1,Yes
5133-POWUA,Month-to-month,No,No,DSL,45.8,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,45.8,Male,1,No
5135-GRQJV,Two year,No,Yes,Fiber optic,114.5,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,Yes,Yes,Yes,Yes,8331.95,Male,72,No
5140-FOMCQ,One year,No,Yes,Fiber optic,109.15,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,No,6557.75,Female,59,No
5143-WMWOG,Month-to-month,No,No internet service,No,19.95,No,No internet service,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,19.95,Male,1,Yes
5144-PQCDZ,Month-to-month,No,No internet service,No,19.95,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,59.25,Male,4,No
5149-QYTTU,One year,Yes,Yes,Fiber optic,95.15,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,No,No,Yes,6770.85,Female,71,No
5153-LXKDT,Two year,Yes,Yes,Fiber optic,110.2,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,7467.5,Male,68,No
5161-UBZXI,Two year,Yes,No,Fiber optic,106.35,No,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7261.75,Male,69,No
5168-MQQCA,One year,No,Yes,Fiber optic,108.5,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8003.8,Female,72,No
5172-RKOCB,Two year,No,No,Fiber optic,108.95,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7875,Male,72,No
5173-ZXXXL,One year,No,No internet service,No,19.95,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,47.7,Male,2,No
5174-ITUMV,One year,Yes,Yes,Fiber optic,105.4,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,6989.45,Male,67,No
5183-KLYEM,Two year,No,Yes,Fiber optic,112.75,Yes,Yes,Yes,Yes,No,Credit card automatic,Yes,No,Yes,Yes,Yes,8192.6,Female,72,No
5186-SAMNZ,Month-to-month,No,No,Fiber optic,69.5,No,No,No,Yes,No,Bank transfer automatic,Yes,Yes,No,No,No,69.5,Male,1,Yes
5193-QLVZB,Two year,No,Yes,Fiber optic,104.75,Yes,Yes,No,Yes,No,Bank transfer automatic,Yes,No,Yes,Yes,No,6536.5,Male,63,No
5207-PLSTK,Month-to-month,Yes,No,DSL,48.75,No,No,Yes,Yes,Yes,Mailed check,Yes,No,No,No,No,48.75,Male,1,No
5214-NLTIT,Two year,Yes,Yes,Fiber optic,90.8,Yes,No,No,Yes,Yes,Credit card automatic,Yes,No,Yes,No,No,6511.8,Male,72,No
5223-UZAVK,One year,No,No,Fiber optic,100.3,No,Yes,Yes,Yes,No,Credit card automatic,Yes,No,Yes,Yes,No,6603.8,Male,64,No
5236-PERKL,Two year,No,Yes,Fiber optic,112.95,Yes,Yes,Yes,Yes,No,Bank transfer automatic,Yes,No,Yes,Yes,No,6465,Female,57,Yes
5248-RPYWW,Two year,Yes,Yes,DSL,90.15,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,6716.45,Female,72,No
5271-YNWVR,Two year,Yes,Yes,Fiber optic,113.15,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,7856,Male,68,Yes
5286-YHCVC,Two year,No,Yes,Fiber optic,104.8,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7470.1,Male,72,No
5287-QWLKY,Month-to-month,Yes,No,Fiber optic,105.1,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,Yes,Yes,Yes,No,7548.1,Male,71,Yes
5304-EFJLP,Two year,No,Yes,Fiber optic,111.65,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,8022.85,Male,72,No
5322-TEUJK,Two year,Yes,Yes,Fiber optic,114.6,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8100.25,Female,71,No
5336-UFNZP,One year,Yes,Yes,Fiber optic,107.45,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,7047.5,Female,65,No
5339-TJFEK,Month-to-month,Yes,No,Fiber optic,105.5,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,6487.2,Male,62,No
5351-QESIO,Month-to-month,Yes,No,DSL,24.2,No phone service,No,No,No,No,Mailed check,No,No,No,No,No,24.2,Male,1,No
5356-RHIPP,Month-to-month,No,No internet service,No,20.2,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.2,Male,1,Yes
5360-LJCNJ,Two year,No,Yes,Fiber optic,105.15,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7555,Female,71,No
5375-XLDOF,Two year,Yes,Yes,Fiber optic,114.35,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7665.8,Male,69,No
5376-PCKNB,One year,Yes,Yes,Fiber optic,104.45,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,No,7459,Male,72,No
5378-IKEEG,Month-to-month,No,No,DSL,35.75,No phone service,No,No,Yes,No,Electronic check,No,No,No,Yes,No,35.75,Female,1,Yes
5440-FLBQG,Two year,No,Yes,Fiber optic,108.4,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,Yes,7318.2,Male,69,Yes
5440-VHLUL,One year,No,No,Fiber optic,105.2,Yes,Yes,No,Yes,No,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7386.05,Male,69,No
5445-PZWGX,One year,No,No,Fiber optic,102,Yes,Yes,Yes,No,No,Electronic check,Yes,No,Yes,No,Yes,6529.25,Male,62,Yes
5451-YHYPW,Two year,No,Yes,Fiber optic,115.75,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,Yes,Yes,Yes,Yes,8443.7,Female,72,No
5453-YBTWV,Two year,Yes,Yes,Fiber optic,101.1,No,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,No,Yes,Yes,6994.8,Male,70,No
5469-CTCWN,One year,Yes,No,Fiber optic,106,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,6547.7,Male,61,Yes
5481-NTDOH,One year,No,Yes,Fiber optic,107.05,Yes,No,Yes,Yes,Yes,Credit card automatic,Yes,Yes,Yes,Yes,No,7142.5,Female,67,No
5482-PLVPE,Month-to-month,No,No,DSL,24.35,No phone service,No,No,No,No,Electronic check,No,Yes,No,No,No,41.85,Female,2,Yes
5501-TVMGM,Month-to-month,No,No,DSL,55.25,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,55.25,Male,1,No
5502-RLUYV,Month-to-month,Yes,Yes,Fiber optic,103.95,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,7446.9,Female,69,Yes
5510-BOIUJ,Month-to-month,Yes,No internet service,No,19.25,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.25,Male,1,Yes
5515-IDEJJ,Month-to-month,Yes,No internet service,No,19.9,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.9,Male,1,Yes
5522-JBWMO,Month-to-month,Yes,No,DSL,44,No,No,No,No,No,Electronic check,Yes,No,No,No,No,44,Male,1,No
5552-ZNFSJ,Month-to-month,No,No,DSL,45.3,No,No,No,No,No,Electronic check,Yes,No,No,No,No,45.3,Male,1,Yes
5553-AOINX,One year,Yes,Yes,Fiber optic,104.9,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,6891.45,Female,66,No
5562-BETPV,One year,Yes,No internet service,No,19.65,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.65,Male,1,No
5562-YJQGT,Month-to-month,No,No internet service,No,20.35,No,No internet service,No internet service,No,No,Credit card automatic,Yes,No,No internet service,No internet service,No internet service,35.1,Female,2,No
5569-IDSEY,One year,No,Yes,Fiber optic,105.7,Yes,Yes,No,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7472.15,Male,71,No
5574-NXZIU,Two year,No,Yes,Fiber optic,109.2,No,Yes,Yes,No,No,Credit card automatic,Yes,No,Yes,Yes,Yes,7049.75,Male,63,No
5619-XZZKR,One year,No,No internet service,No,19.95,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,68.2,Male,4,No
5624-BQSSA,Month-to-month,No,No internet service,No,20.95,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.95,Female,1,Yes
5647-FXOTP,Month-to-month,No,Yes,Fiber optic,105.9,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,6401.25,Female,60,No
5663-QBGIS,Two year,No,No,Fiber optic,98.35,Yes,Yes,No,No,Yes,Bank transfer automatic,Yes,Yes,Yes,Yes,No,6929.4,Male,72,No
5668-MEISB,Two year,Yes,Yes,Fiber optic,106.1,Yes,Yes,Yes,No,Yes,Credit card automatic,Yes,No,No,Yes,Yes,7657.4,Female,72,No
5673-FSSMF,Month-to-month,No,No,DSL,60.15,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,60.15,Female,1,Yes
5678-VFNEQ,One year,No,Yes,Fiber optic,104.1,Yes,No,Yes,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,No,7412.25,Female,71,No
5684-FJVYR,Two year,Yes,No,Fiber optic,90.35,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,No,No,Yes,6563.4,Female,72,No
5692-FPTAH,Month-to-month,No,No,DSL,45.4,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,45.4,Female,1,Yes
5696-CEIQJ,Two year,Yes,Yes,Fiber optic,103.15,No,Yes,No,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6895.5,Male,67,No
5696-QURRL,Month-to-month,No,No,DSL,45.05,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,45.05,Male,1,Yes
5701-SVCWR,Month-to-month,Yes,No internet service,No,24,Yes,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,24,Female,1,No
5709-LVOEQ,Two year,Yes,Yes,DSL,80.85,No,Yes,Yes,No,Yes,Mailed check,Yes,No,Yes,Yes,No,,Female,0,No
5712-VBOXD,Month-to-month,No,No internet service,No,20.15,No,No internet service,No internet service,Yes,No,Credit card automatic,Yes,No,No internet service,No internet service,No internet service,68.45,Female,4,No
5716-EZXZN,Two year,Yes,No,Fiber optic,99.05,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,No,Yes,Yes,6416.7,Female,65,No
5734-EJKXG,One year,No,Yes,Fiber optic,118.6,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,7365.7,Female,61,No
5740-YHGTW,Month-to-month,Yes,No,Fiber optic,97.55,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,No,Yes,No,6669.05,Male,70,No
5748-RNCJT,Two year,No,Yes,Fiber optic,106.5,Yes,No,No,Yes,No,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7348.8,Male,69,Yes
5766-ZJYBB,Month-to-month,No,No internet service,No,19.4,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.4,Male,1,Yes
5781-BKHOP,Two year,No,Yes,Fiber optic,100.65,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,No,Yes,No,7334.05,Female,72,No
5795-KTGUD,Two year,No,Yes,Fiber optic,110.8,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7553.6,Female,68,No
5804-HYIEZ,Month-to-month,Yes,No,Fiber optic,106.05,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,7554.05,Male,70,No
5808-TOTXO,One year,Yes,No internet service,No,20.55,No,No internet service,No internet service,Yes,No,Credit card automatic,Yes,No,No internet service,No internet service,No internet service,57.4,Female,3,No
5857-XRECV,One year,Yes,No internet service,No,20.5,No,No internet service,No internet service,No,No,Bank transfer automatic,Yes,No,No internet service,No internet service,No internet service,38.25,Female,2,No
5858-EAFCZ,Month-to-month,No,No,DSL,44.45,No,No,No,No,No,Mailed check,Yes,No,No,No,No,44.45,Male,1,No
5868-CZJDR,Month-to-month,Yes,No,DSL,31.35,No phone service,Yes,No,Yes,No,Mailed check,No,No,No,No,No,31.35,Male,1,Yes
5868-YTYKS,Month-to-month,Yes,No internet service,No,20.25,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.25,Male,1,No
5879-HMFFH,Two year,No,Yes,DSL,88.05,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,6520.8,Female,72,No
5884-GCYMI,Month-to-month,No,No,Fiber optic,69.4,No,No,No,No,No,Mailed check,Yes,No,No,No,No,69.4,Male,1,Yes
5897-ZYEKH,One year,No,No,Fiber optic,105.6,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,No,7112.15,Female,67,No
5906-BFOZT,Month-to-month,No,No internet service,No,19.5,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.5,Male,1,No
5909-ECHUI,Month-to-month,No,No,DSL,56.25,No,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,56.25,Female,1,Yes
5914-XRFQB,Two year,No,Yes,Fiber optic,115.8,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8424.9,Male,72,No
5919-VCZYM,Month-to-month,No,No internet service,No,20.05,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,42.7,Male,2,No
5945-AZYHT,One year,No,Yes,Fiber optic,109.6,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,7854.15,Male,71,No
5954-BDFSG,Two year,No,Yes,Fiber optic,107.5,Yes,No,No,Yes,No,Credit card automatic,Yes,No,Yes,Yes,Yes,7853.7,Female,72,No
5965-GGPRW,Two year,Yes,Yes,Fiber optic,105.25,Yes,No,Yes,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,7609.75,Male,72,No
5966-EMAZU,One year,No,Yes,Fiber optic,108.5,Yes,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,Yes,Yes,6880.85,Male,64,No
5968-XQIVE,One year,Yes,No,Fiber optic,89.7,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,No,6588.95,Male,72,No
5985-BEHZK,One year,No,Yes,Fiber optic,105,Yes,Yes,No,No,Yes,Credit card automatic,Yes,Yes,Yes,Yes,No,7578.05,Female,72,No
5989-AXPUC,Two year,No,Yes,Fiber optic,118.6,Yes,Yes,Yes,No,Yes,Mailed check,Yes,No,Yes,Yes,Yes,7990.05,Female,68,No
5996-DAOQL,Month-to-month,No,No internet service,No,20.45,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20.45,Male,1,No
5999-LCXAO,Month-to-month,No,No,DSL,29.9,No phone service,No,Yes,No,No,Mailed check,No,No,No,No,No,29.9,Female,1,No
6007-TCTST,Two year,Yes,Yes,Fiber optic,115.8,Yes,Yes,Yes,Yes,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,8476.5,Female,72,No
6022-KOUQO,Month-to-month,Yes,No,DSL,29.05,No phone service,No,No,No,Yes,Bank transfer automatic,No,No,No,No,Yes,44.75,Female,2,No
6032-IGALN,Month-to-month,No,No,DSL,25.1,No phone service,No,No,Yes,No,Mailed check,No,No,No,No,No,25.1,Female,1,Yes
6048-UWKAL,Two year,No,No,Fiber optic,105.4,Yes,Yes,No,No,Yes,Credit card automatic,Yes,Yes,Yes,Yes,Yes,6998.95,Female,69,No
6050-FFXES,Two year,No,Yes,Fiber optic,105.35,Yes,No,No,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,Yes,7240.65,Female,69,No
6050-IJRHS,One year,Yes,Yes,Fiber optic,106.5,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,7397,Female,70,No
6067-NGCEU,Month-to-month,No,Yes,Fiber optic,111.05,Yes,Yes,Yes,Yes,No,Credit card automatic,Yes,No,Yes,Yes,No,7107,Female,65,No
6097-EQISJ,One year,Yes,Yes,Fiber optic,102.45,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,No,6615.15,Female,66,Yes
6121-VZNQB,Month-to-month,No,No internet service,No,19.1,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.1,Female,1,Yes
6124-ACRHJ,Month-to-month,No,No internet service,No,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.75,Female,1,No
6127-IYJOZ,Month-to-month,No,No,DSL,45.85,No,No,No,Yes,No,Mailed check,Yes,Yes,No,No,No,45.85,Male,1,No
6128-CZOMY,Month-to-month,No,No,DSL,45.65,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,45.65,Female,1,Yes
6141-OOXUQ,Month-to-month,No,No internet service,No,19.65,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,19.65,Male,1,Yes
6142-VSJQO,Month-to-month,Yes,No,DSL,44.35,No,No,No,Yes,Yes,Bank transfer automatic,Yes,No,No,No,No,44.35,Female,1,Yes
6145-NNPNO,Month-to-month,No,No,DSL,44.15,No,No,No,No,No,Bank transfer automatic,Yes,No,No,No,No,44.15,Female,1,No
6158-HDPXZ,Month-to-month,No,No,DSL,25.35,No phone service,No,No,No,No,Mailed check,No,No,No,No,No,25.35,Male,1,No
6168-YBYNP,Month-to-month,No,Yes,Fiber optic,111.35,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,6519.75,Male,59,No
6176-YJWAS,Two year,No,Yes,Fiber optic,97.95,Yes,Yes,Yes,Yes,Yes,Credit card automatic,Yes,No,No,Yes,No,7114.25,Male,72,No
6184-DYUOB,Month-to-month,No,No internet service,No,19.6,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,55.25,Female,3,No
6185-TASNN,Month-to-month,No,No,DSL,46.3,No,No,No,No,No,Electronic check,Yes,Yes,No,No,No,46.3,Male,1,No
6227-FBDXH,One year,No,Yes,Fiber optic,99.5,Yes,No,No,No,Yes,Bank transfer automatic,Yes,No,Yes,Yes,No,6841.45,Male,69,No
6234-RAAPL,Two year,Yes,No,Fiber optic,99.9,Yes,Yes,Yes,No,Yes,Bank transfer automatic,Yes,No,No,Yes,Yes,7251.7,Female,72,No
6242-FEGFD,Two year,No,Yes,Fiber optic,96.6,Yes,Yes,Yes,No,Yes,Mailed check,Yes,No,No,No,Yes,6424.25,Male,66,No
6244-BESBM,Two year,Yes,No,Fiber optic,95.2,No,No,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,6671.7,Male,69,No
6257-DTAYD,Two year,No,No,Fiber optic,104.15,Yes,Yes,No,Yes,Yes,Credit card automatic,Yes,No,Yes,Yes,Yes,7365.3,Male,71,No
6260-ONULR,Month-to-month,No,No,DSL,62.8,No,No,No,Yes,No,Mailed check,Yes,No,Yes,Yes,No,62.8,Male,1,No
